cfg_id,day,ok,aco_pnl,total_pnl,cfg_json,make_offset,min_take_edge,maker_mode,make_portion,soft_cap,skew_strength,ema_alpha
33,-1,True,21444.0,21444.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",0,1,join,1.0,60,0,0.25
34,-2,True,17874.0,17874.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,0.6,60,0,0.25
34,-1,True,19276.0,19276.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,0.6,60,0,0.25
34,0,True,18030.0,18030.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,0.6,60,0,0.25
35,-2,True,17881.0,17881.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,1.0,60,0,0.25
35,0,True,18123.0,18123.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,1.0,60,0,0.25
35,-1,True,19340.0,19340.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,1.0,60,0,0.25
36,-2,True,15794.0,15794.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",2,1,join,0.6,60,0,0.25
36,0,True,16072.0,16072.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",2,1,join,0.6,60,0,0.25
36,-1,True,17204.0,17204.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",2,1,join,0.6,60,0,0.25
37,-2,True,15798.0,15798.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",2,1,join,1.0,60,0,0.25
37,-1,True,17256.0,17256.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",2,1,join,1.0,60,0,0.25
37,0,True,16150.0,16150.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",2,1,join,1.0,60,0,0.25
38,-2,True,13721.0,13721.0,"{""ema_alpha"": 0.25, ""make_offset"": 3, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",3,1,join,0.6,60,0,0.25
38,-1,True,15132.0,15132.0,"{""ema_alpha"": 0.25, ""make_offset"": 3, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",3,1,join,0.6,60,0,0.25
38,0,True,14117.0,14117.0,"{""ema_alpha"": 0.25, ""make_offset"": 3, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",3,1,join,0.6,60,0,0.25
39,0,True,14180.0,14180.0,"{""ema_alpha"": 0.25, ""make_offset"": 3, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",3,1,join,1.0,60,0,0.25
39,-2,True,13722.0,13722.0,"{""ema_alpha"": 0.25, ""make_offset"": 3, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",3,1,join,1.0,60,0,0.25
39,-1,True,15172.0,15172.0,"{""ema_alpha"": 0.25, ""make_offset"": 3, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",3,1,join,1.0,60,0,0.25
40,-2,True,11659.0,11659.0,"{""ema_alpha"": 0.25, ""make_offset"": 4, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",4,1,join,0.6,60,0,0.25
40,-1,True,13060.0,13060.0,"{""ema_alpha"": 0.25, ""make_offset"": 4, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",4,1,join,0.6,60,0,0.25
40,0,True,12162.0,12162.0,"{""ema_alpha"": 0.25, ""make_offset"": 4, ""make_portion"": 0.6, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",4,1,join,0.6,60,0,0.25
41,-1,True,13088.0,13088.0,"{""ema_alpha"": 0.25, ""make_offset"": 4, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",4,1,join,1.0,60,0,0.25
41,-2,True,11663.0,11663.0,"{""ema_alpha"": 0.25, ""make_offset"": 4, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",4,1,join,1.0,60,0,0.25
41,0,True,12210.0,12210.0,"{""ema_alpha"": 0.25, ""make_offset"": 4, ""make_portion"": 1.0, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",4,1,join,1.0,60,0,0.25
42,-2,True,19861.0,19861.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 40}",0,1,join,0.8,40,0,0.25
42,-1,True,21192.0,21192.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 40}",0,1,join,0.8,40,0,0.25
42,0,True,19782.0,19782.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 40}",0,1,join,0.8,40,0,0.25
43,-1,True,21562.0,21562.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 75}",0,1,join,0.8,75,0,0.25
43,-2,True,20072.0,20072.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 75}",0,1,join,0.8,75,0,0.25
43,0,True,20274.0,20274.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 75}",0,1,join,0.8,75,0,0.25
44,-2,True,17767.0,17767.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 40}",1,1,join,0.8,40,0,0.25
44,0,True,17821.0,17821.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 40}",1,1,join,0.8,40,0,0.25
45,-2,True,17963.0,17963.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 75}",1,1,join,0.8,75,0,0.25
44,-1,True,19105.0,19105.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 40}",1,1,join,0.8,40,0,0.25
45,-1,True,19450.0,19450.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 75}",1,1,join,0.8,75,0,0.25
45,0,True,18264.0,18264.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 75}",1,1,join,0.8,75,0,0.25
46,-2,True,15692.0,15692.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 40}",2,1,join,0.8,40,0,0.25
47,0,True,16271.0,16271.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 75}",2,1,join,0.8,75,0,0.25
46,-1,True,17038.0,17038.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 40}",2,1,join,0.8,40,0,0.25
46,0,True,15876.0,15876.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 40}",2,1,join,0.8,40,0,0.25
47,-1,True,17359.0,17359.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 75}",2,1,join,0.8,75,0,0.25
47,-2,True,15874.0,15874.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 75}",2,1,join,0.8,75,0,0.25
48,-2,True,12407.0,12407.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 1, ""soft_cap"": 60}",0,1,join,0.8,60,1,0.25
48,-1,True,12100.0,12100.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 1, ""soft_cap"": 60}",0,1,join,0.8,60,1,0.25
49,-1,True,19270.0,19270.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 1, ""soft_cap"": 60}",1,1,join,0.8,60,1,0.25
49,-2,True,17925.0,17925.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 1, ""soft_cap"": 60}",1,1,join,0.8,60,1,0.25
48,0,True,11014.0,11014.0,"{""ema_alpha"": 0.25, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 1, ""soft_cap"": 60}",0,1,join,0.8,60,1,0.25
49,0,True,17943.0,17943.0,"{""ema_alpha"": 0.25, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 1, ""soft_cap"": 60}",1,1,join,0.8,60,1,0.25
50,-2,True,15843.0,15843.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 1, ""soft_cap"": 60}",2,1,join,0.8,60,1,0.25
50,0,True,15980.0,15980.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 1, ""soft_cap"": 60}",2,1,join,0.8,60,1,0.25
50,-1,True,17191.0,17191.0,"{""ema_alpha"": 0.25, ""make_offset"": 2, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 1, ""soft_cap"": 60}",2,1,join,0.8,60,1,0.25
51,0,True,20273.0,20273.0,"{""ema_alpha"": 0.1, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",0,1,join,0.8,60,0,0.1
51,-1,True,21582.0,21582.0,"{""ema_alpha"": 0.1, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",0,1,join,0.8,60,0,0.1
51,-2,True,19959.0,19959.0,"{""ema_alpha"": 0.1, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",0,1,join,0.8,60,0,0.1
52,-2,True,19805.0,19805.0,"{""ema_alpha"": 0.5, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",0,1,join,0.8,60,0,0.5
52,0,True,20110.0,20110.0,"{""ema_alpha"": 0.5, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",0,1,join,0.8,60,0,0.5
52,-1,True,21329.0,21329.0,"{""ema_alpha"": 0.5, ""make_offset"": 0, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",0,1,join,0.8,60,0,0.5
53,0,True,18277.0,18277.0,"{""ema_alpha"": 0.1, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,0.8,60,0,0.1
53,-2,True,17852.0,17852.0,"{""ema_alpha"": 0.1, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,0.8,60,0,0.1
53,-1,True,19476.0,19476.0,"{""ema_alpha"": 0.1, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,0.8,60,0,0.1
54,-2,True,17675.0,17675.0,"{""ema_alpha"": 0.5, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,0.8,60,0,0.5
54,-1,True,19210.0,19210.0,"{""ema_alpha"": 0.5, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,0.8,60,0,0.5
54,0,True,18095.0,18095.0,"{""ema_alpha"": 0.5, ""make_offset"": 1, ""make_portion"": 0.8, ""maker_mode"": ""join"", ""min_take_edge"": 1, ""skew_strength"": 0, ""soft_cap"": 60}",1,1,join,0.8,60,0,0.5
