run_id,active,aco_config_id,ipr_config_id,round,day,product,pnl,aco_cfg_merged_json,ipr_cfg_merged_json
11,IPR,3,1,1,0,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":0,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
12,IPR,3,1,1,0,INTARIAN_PEPPER_ROOT,20490.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":0,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
13,IPR,3,2,1,-2,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
14,IPR,3,2,1,-2,INTARIAN_PEPPER_ROOT,32714.5,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
15,IPR,3,2,1,-1,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
16,IPR,3,2,1,-1,INTARIAN_PEPPER_ROOT,38135.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
17,IPR,3,2,1,0,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
18,IPR,3,2,1,0,INTARIAN_PEPPER_ROOT,21585.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
19,IPR,3,3,1,-2,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
20,IPR,3,3,1,-2,INTARIAN_PEPPER_ROOT,31460.5,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
21,IPR,3,3,1,-1,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
22,IPR,3,3,1,-1,INTARIAN_PEPPER_ROOT,36929.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
23,IPR,3,3,1,0,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
24,IPR,3,3,1,0,INTARIAN_PEPPER_ROOT,20490.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
25,IPR,3,4,1,-2,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
26,IPR,3,4,1,-2,INTARIAN_PEPPER_ROOT,12813.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
27,IPR,3,4,1,-1,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
28,IPR,3,4,1,-1,INTARIAN_PEPPER_ROOT,32118.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
29,IPR,3,4,1,0,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
30,IPR,3,4,1,0,INTARIAN_PEPPER_ROOT,21585.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
31,IPR,3,5,1,-2,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
32,IPR,3,5,1,-2,INTARIAN_PEPPER_ROOT,11558.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
33,IPR,3,5,1,-1,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
34,IPR,3,5,1,-1,INTARIAN_PEPPER_ROOT,30894.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
35,IPR,3,5,1,0,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
36,IPR,3,5,1,0,INTARIAN_PEPPER_ROOT,20490.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""improve_1"",""min_take_edge"":2,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
37,IPR,3,6,1,-2,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":3,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
38,IPR,3,6,1,-2,INTARIAN_PEPPER_ROOT,-7580.5,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":3,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
39,IPR,3,6,1,-1,ASH_COATED_OSMIUM,0.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":3,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
40,IPR,3,6,1,-1,INTARIAN_PEPPER_ROOT,-12052.0,"{""anchor"":10000,""ask_frac"":0.5,""bid_frac"":0.5,""clamp_band"":20,""ema_alpha"":0.25,""make_portion"":0.8,""maker_mode"":""improve_1"",""min_take_edge"":1,""position_limit"":80,""pressure_mode"":""symmetric"",""size_haircut"":1.0,""skew_strength"":0,""soft_cap"":60,""spread_threshold"":3}","{""ask_frac"":0.3,""bid_frac"":0.7,""make_portion"":0.9,""maker_mode"":""join"",""min_take_edge"":3,""position_limit"":80,""pressure_mode"":""long_bias"",""size_haircut"":1.0,""skew_strength"":0,""slope"":0.001,""soft_cap"":75,""spread_threshold"":3}"
